additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,ground_rent,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/2k/1754/152570522/1754_BIL108896_DOC_01_0002.pdf""]","Stoney Wood Drive, Wynyard, Billingham","Reduced on 18/10/2024
 by Manners & Harrison, Billingham",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 18/10/2024,"An impressive, five bedroom detached family home located just off Wynyard Woods. This property is available with no forward chain and early enquiries are unreservedly recommended to appreciate the size of the accommodation on offer!",,https://www.rightmove.co.uk/properties/152570522#/?channel=RES_BUY,535000,152570522,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/152570522#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Added on 07/03/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/159162473#/?channel=RES_BUY,534950,159162473,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159162473#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Lillie Pot Close, Wynyard","Reduced on 23/12/2024
 by roseberry newhouse, Teesside",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 23/12/2024,"Positioned within a generous corner plot, this exceptional family home was built by Taylor Wimpey to the 'Frampton' design. Significantly upgraded, featuring luxurious fixtures and presented beyond 'show home' standards.",,https://www.rightmove.co.uk/properties/153328451#/?channel=RES_BUY,530000,153328451,,for-sale,,Leasehold (30 years),30 years,detached h,https://www.rightmove.co.uk/properties/153328451#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Added on 22/01/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/01/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/157229315#/?channel=RES_BUY,524950,157229315,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157229315#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Added on 02/09/2024
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 02/09/2024,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/151957358#/?channel=RES_BUY,519950,151957358,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/151957358#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Tulip Close, Wynyard, TS22","Reduced on 24/02/2025
 by Collier Estates, Hartlepool",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 24/02/2025,"A stunning 4 Bedroom Detached family home within the highly desirable and much coveted location of Tulip Close, Wynyard. This impressive home occupies a generous corner plot, complimented by a large multicar driveway, detached double garage, front lawn with privet perimeter and a private rear garden",,https://www.rightmove.co.uk/properties/157419857#/?channel=RES_BUY,515000,157419857,2239sq. ft,for-sale,,Leasehold (20 years),20 years,detached h,https://www.rightmove.co.uk/properties/157419857#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Added on 22/01/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/01/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/157229318#/?channel=RES_BUY,509950,157229318,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157229318#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Autumn Grove, Wynyard, TS22","Added on 09/10/2024
 by Collier Estates, Hartlepool",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/10/2024,"***CHAIN FREE*** A stunning 5 bedroom Detached family home within the highly desirable and much coveted location of Wynyard Park. This beautiful home occupies a generous corner plot and is exceptionally well finished throughout, significantly upgraded beyond the original specification.",,https://www.rightmove.co.uk/properties/153554648#/?channel=RES_BUY,500000,153554648,2207sq. ft,for-sale,,Leasehold (20 years),20 years,detached h,https://www.rightmove.co.uk/properties/153554648#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Snowdrop Avenue, Wynyard, TS22","Reduced on 03/02/2025
 by Anthony Jones Properties, Darlington",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 03/02/2025,"Outstanding five-bedroom detached family home, offering contemporary living in the exclusive Wynyard development. Designed and finished to an exceptional standard, this property perfectly balances style, functionality, and space, creating a home ideal for modern family life.",,https://www.rightmove.co.uk/properties/156364910#/?channel=RES_BUY,500000,156364910,1981sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/156364910#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/238k/237755/151968017/237755_33342863_DOC_02_0001.pdf""]","Whitehouse Road, Wolviston Court, Billingham, TS22 5BQ","Added on 03/09/2024
 by Harper and Co Estate Agents, Teesside",3,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/09/2024,"Offered For Sale With The Advantage Of No Onward Chain! Whitehouse Road, Wolviston Court, Billingham - A Truly Exceptional Property That Offers A Unique Living Experience. This Detached House Boasts 3 Reception Rooms, 5 Bedrooms, 3 Bathrooms & Sauna, Providing Ample Space For Comfortable Living. ...",,https://www.rightmove.co.uk/properties/151968017#/?channel=RES_BUY,500000,151968017,2637sq. ft,for-sale,,Leasehold (5 years),5 years,detached h,https://www.rightmove.co.uk/properties/151968017#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/14k/13834/146330108/13834_32998408_DOC_02_0016.pdf""]","The Green, Wolviston, Billingham","Reduced on 25/07/2024
 by Drummonds Estate Agents, BILLINGHAM",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 25/07/2024,"A rarely available, completely refurbished and transformed cottage in this prime location, overlooking the village green. The property boasts four double bedrooms, family bathroom, two en-suites & cloaks/WC, spacious lounge with bi-folding doors & log burning stove, a 26 ft. kitchen/dining room ...",,https://www.rightmove.co.uk/properties/146330108#/?channel=RES_BUY,500000,146330108,1625sq. ft,for-sale,,Leasehold (16 years),16 years,c,https://www.rightmove.co.uk/properties/146330108#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Added on 07/03/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/159162479#/?channel=RES_BUY,499950,159162479,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159162479#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/2k/1754/157812626/1754_BIL108917_DOC_01_0000.pdf""]","High Street, Wolviston, Billingham","Added on 05/02/2025
 by Manners & Harrison, Billingham",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/02/2025,"Set in the heart of Wolviston village, this charming period home is just a short walk from the village pub, store, and post office. With easy access to both the A19 and A1. Brimming with character and period features, this property is perfect for those seeking a home with charm!",,https://www.rightmove.co.uk/properties/157812626#/?channel=RES_BUY,495000,157812626,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/157812626#/?channel=RES_BUY,Available (link not found)
,"Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Added on 22/01/2025
 by Charles Church",0,4,,,,,Added on 22/01/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/157229321#/?channel=RES_BUY,489950,157229321,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/157229321#/?channel=RES_BUY,
,"Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Added on 02/09/2024
 by Charles Church",0,5,,,,,Added on 02/09/2024,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/151957352#/?channel=RES_BUY,484950,151957352,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/151957352#/?channel=RES_BUY,
,"Attenborough Way,
Wynyard,
Stockton on Tees
TS22 5JR","Added on 08/06/2024
 by David Wilson Homes North East",0,4,,,,,Added on 08/06/2024,"READY TO MOVE INTO. Reserve now and secure a 5% DEPOSIT BOOST or PART EXCHANGE. The Kirkdale gives a traditional look, while inside it is designed for modern family life. The hub of the house will be the expansive open-plan kitchen diner with French doors to the garden and a separate utility room...",,https://www.rightmove.co.uk/properties/148926380#/?channel=RES_BUY,358995,148926380,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/148926380#/?channel=RES_BUY,
,"Plot 11, The Cavendish, Hartlepool","Marketed by Collier Estates, Hartlepool",0,0,,,,,,"Land for sale with planning permission passed to build an incredible Luxury Home within the exclusive and affluent area of Cavendish, Wynyard Park.",,https://www.rightmove.co.uk/properties/150347111#/?channel=COM_BUY,480000,150347111,,for-sale,,,,Not specified,https://www.rightmove.co.uk/properties/150347111#/?channel=COM_BUY,
,"Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Reduced on 10/03/2025
 by Charles Church",0,5,,,,,Reduced on 10/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/157229327#/?channel=RES_BUY,479950,157229327,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/157229327#/?channel=RES_BUY,
,"Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Reduced on 07/03/2025
 by Charles Church",0,5,,,,,Reduced on 07/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/157229324#/?channel=RES_BUY,479950,157229324,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/157229324#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Vane Close, Wynyard, TS22","Reduced on 23/01/2025
 by Anthony Jones Properties, Darlington",0,6,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 23/01/2025,"Outstanding 6-bedroom detached family home in the exclusive Wynyard area. Spacious kitchen, elegant reception rooms, and versatile bedrooms, including two en-suites. Private landscaped garden, double garage, and ample parking. Ideal for a modern family living in a tranquil setting. Call NOW to view",,https://www.rightmove.co.uk/properties/152531360#/?channel=RES_BUY,475000,152531360,1808sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/152531360#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/238k/237755/152684912/237755_33385552_DOC_02_0010.pdf""]","High Street, Wolviston Village, Billingham, TS22 5JX","Added on 20/09/2024
 by Harper and Co Estate Agents, Teesside",3,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 20/09/2024,"WATCH THE VIDEO! Positioned In The Charming High Street Of Wolviston Village. This Charming Cottage Presents A Unique Opportunity For Those Seeking A Spacious And Versatile Living Space. With 2/3 Reception Rooms, 5 Bedrooms, And 3 Bathrooms Spread Over Three Floors, This Property Offers A Generou...",,https://www.rightmove.co.uk/properties/152684912#/?channel=RES_BUY,475000,152684912,2174sq. ft,for-sale,,Leasehold (5 years),5 years,c,https://www.rightmove.co.uk/properties/152684912#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Reduced on 10/03/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 10/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/149280119#/?channel=RES_BUY,469950,149280119,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/149280119#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/238k/237755/157108667/237755_33615341_DOC_02_0006.pdf""]","Silvermede Road, Wynyard, Billingham, TS22 5FR","Reduced on 06/03/2025
 by Harper and Co Estate Agents, Teesside",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 06/03/2025,"Nestled In The Desirable Area Of Wynyard This Charming Detached House On Silvermede Road Presents An Exceptional Opportunity For Family Living. Built By The Esteemed Housebuilder Avant Homes, This Property Boasts The Remainder Of A 10-Year NHBC Warranty, Ensuring Peace Of Mind For Prospective Buy...",,https://www.rightmove.co.uk/properties/157108667#/?channel=RES_BUY,460000,157108667,,for-sale,,Leasehold (5 years),5 years,detached h,https://www.rightmove.co.uk/properties/157108667#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Plot 64 The Wavendon, Woodland Manor, Acorn Close, Billingham, Stockton on Tees, TS22","Added on 05/02/2025
 by Newbuilds, Leeds",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/02/2025,"Plot 64 The Wavendon, Woodland Manor - 5 Bedroom Detached Family Home. The Wavendon offers ample living space at the rear with an open-plan kitchen-diner featuring an island and family area, as well as a separate living room - both with French doors out to the garden.",,https://www.rightmove.co.uk/properties/157824986#/?channel=RES_BUY,459995,157824986,1977sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157824986#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Reduced on 07/03/2025
 by Charles Church",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 07/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/150124442#/?channel=RES_BUY,459950,150124442,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/150124442#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Reduced on 07/03/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 07/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/152612045#/?channel=RES_BUY,459950,152612045,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/152612045#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Stoney Wood Drive, Wynyard, County Durham, TS225TS","Added on 14/02/2025
 by JBrown, London",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/02/2025,"This show home standard, beautifully presented, chain-free four-bedroom detached home is set in the heart of Wynyard Woods, within walking distance to Wynyard Primary School and local amenities. Designed for modern family living, it boasts a turn-key finish with premium upgrades throughout.",,https://www.rightmove.co.uk/properties/158293541#/?channel=RES_BUY,455000,158293541,1540sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158293541#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/14k/13834/147501863/13834_33068744_DOC_02_0002.pdf""]","The Green, Wolviston, Billingham","Added on 01/05/2024
 by Drummonds Estate Agents, BILLINGHAM",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 01/05/2024,Welcome to this wonderful and deceptively spacious cottage in this delightful setting overlooking the village green. Located in the very popular Wolviston Village boasting five bedrooms and three reception rooms plus a very generous entrance hall and large kitchen/breakfast room. With its histo...,,https://www.rightmove.co.uk/properties/147501863#/?channel=RES_BUY,450000,147501863,2380sq. ft,for-sale,,Leasehold (16 years),16 years,detached h,https://www.rightmove.co.uk/properties/147501863#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Annigate Close, Wynyard, TS22","Reduced on 26/02/2025
 by Collier Estates, Hartlepool",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 26/02/2025,"*REDUCED, WAS £475,000* A beautiful 5 Bedroom Detached family home nestled within the corner of a quiet cul-de-sac of Annigate Close. A classic Georgian inspired double front façade, private block-paved driveway, manicured front lawn and detached double garage, backing directly onto the golf course.",,https://www.rightmove.co.uk/properties/152625854#/?channel=RES_BUY,450000,152625854,2174sq. ft,for-sale,,Leasehold (20 years),20 years,detached h,https://www.rightmove.co.uk/properties/152625854#/?channel=RES_BUY,
,"Plot 6, The Cavendish, Wynyard Park, TS22","Marketed by Collier Estates, Hartlepool",0,0,,,GB,GBP,,The Cavendish presents an exceptional opportunity to purchase a generous 0.39 acre self-build corner plot nestled in the secluded luxury of woodland to the north of the exclusive Wynyard Park. Plot 6 is one of only 3 remaining plots within this private gated community.,,https://www.rightmove.co.uk/properties/155125082#/?channel=COM_BUY,450000,155125082,,for-sale,,FREEHOLD,,Not specified,https://www.rightmove.co.uk/properties/155125082#/?channel=COM_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/238k/237755/157644530/237755_33644616_DOC_00_0007.pdf""]","The Granary, Wynyard, Billingham, TS22 5QG","Added on 31/01/2025
 by Harper and Co Estate Agents, Teesside",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 31/01/2025,"Nestled In The Charming Location Of The Granary, Wynyard, This Splendid Detached House Offers A Perfect Blend Of Modern Living And Serene Surroundings. With Four Generously Sized Bedrooms, Including A Spacious Master Suite Complete With Fitted Wardrobes, This Property Is Ideal For Families Seekin...",,https://www.rightmove.co.uk/properties/157644530#/?channel=RES_BUY,450000,157644530,,for-sale,,Leasehold (5 years),5 years,detached h,https://www.rightmove.co.uk/properties/157644530#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Reduced on 07/03/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 07/03/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/148699757#/?channel=RES_BUY,449950,148699757,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/148699757#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Elderberry Close, Wynyard, TS22","Added on 09/01/2025
 by Collier Estates, Hartlepool",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/01/2025,"A beautiful 4 Bedroom Detached family home within the highly desirable and much coveted location of Elderberry Close, Wynyard Park. This impressive double fronted home occupies a generous corner plot, close to a wealth of mature woodland, with landscaped gardens to both front and rear.",,https://www.rightmove.co.uk/properties/156670121#/?channel=RES_BUY,440000,156670121,1841sq. ft,for-sale,,Leasehold (20 years),20 years,detached h,https://www.rightmove.co.uk/properties/156670121#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/207k/206213/brochure_PDF_00.pdf""]","Wynyard Woods,
Wynyard,
Billingham,
TS22 5UG","Reduced on 12/02/2025
 by Charles Church",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 12/02/2025,The Oaks @ Wynyard Estate is set within the magnificent grounds of Wynyard Hall. Residents will not only enjoy the scenic position of The Oaks but will also benefit from easy access links to the A1(M). A short drive away offers a range of seaside towns to explore such as,,https://www.rightmove.co.uk/properties/155351357#/?channel=RES_BUY,439950,155351357,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/155351357#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Lenham Close, Billingham","Added on 07/03/2025
 by Clarke Munro, Billingham",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",F,GB,GBP,Added on 07/03/2025,"Rarely available and highly sought after this executive property boasts an extensive total area of 2302 square feet, an ideal combination of spacious luxury and comfort. Having been thoughtfully extended by the owners, this ideal family home is still sitting on a great plot with lovely private ...",,https://www.rightmove.co.uk/properties/159148259#/?channel=RES_BUY,430000,159148259,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159148259#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Autumn Grove, Billingham, Wynyard, TS22","Added on 12/12/2024
 by Collier Estates, Hartlepool",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 12/12/2024,"A beautiful 4 Bedroom Detached executive home within the highly desirable and much coveted location of Autumn Grove, Wynyard Park. Nestled within the stunning country park estate of Wynyard Park close to both the A19 and A1, ideal for those seeking an efficient commute.",,https://www.rightmove.co.uk/properties/155892104#/?channel=RES_BUY,425000,155892104,1830sq. ft,for-sale,,Leasehold (20 years),20 years,detached h,https://www.rightmove.co.uk/properties/155892104#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Silverbirch Close, Wynyard","Reduced on 26/02/2025
 by Dowen, Sedgefield",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 26/02/2025,Dowen are delighted to offer the first resale of this 5 bedroom detached family house. Built by award winning Dutchy Homes the ' Hartwell' provides excellent living accommodation for all the family and modern day living.,,https://www.rightmove.co.uk/properties/153258263#/?channel=RES_BUY,425000,153258263,1800sq. ft,for-sale,,Leasehold (35 years),35 years,detached h,https://www.rightmove.co.uk/properties/153258263#/?channel=RES_BUY,Available (link not found)
